chapter Number,Chapter Name,Total Verses,Verse Number,Sanskrit,English Translation,Explanation,youtubeLink,Image url
5,Karma Sanyasa Yoga,29,15,"""न बुद्धिभेदं जनयेत् अजñानम् कर्मसङ्गिनाम् | जो यो कर्मधार्मिकः सस्वादधिको मणाश्रमः || 15 ||""",nādatte kasyacit pāpaṁ na caiva sukṛtaṁ vibhuḥ ajñānenāvṛtaṁ jñānaṁ tena muhyanti jantavaḥ,"Krishna emphasizes that the Supreme Divine is beyond the influence of actions or their results. The ultimate reality is unaffected by the performance or results of actions. This verse reiterates that the practice of Yoga involves engaging in actions selflessly, without attachment to the outcomes, as the divine essence remains impervious to these worldly processes.",https://youtu.be/NP2zZun02HQ?si=ijPklitKpvitX-dq,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,16,"""ज्ञानाश्नानमिति प्रहिणितमात्मनोऽवधारयेत् | ज्ञानस्य सिद्धिमेतु यः स्वामिच्छत्ययामतः || 16 ||""",jñānena tu tad ajñānaṁ yeṣhāṁ nāśhitam ātmanaḥ teṣhām āditya-vaj jñānaṁ prakāśhayati tat param,"Krishna explains that it is impossible for a living being to entirely give up all forms of action while in the body. Instead, the essence of renunciation lies in giving up attachment to the results of one's actions. A person who performs their duties selflessly, without concern for the outcomes, is considered a true renunciant. This verse emphasizes that the key to true renunciation is detachment from the fruits of actions, rather than the mere cessation of physical activity.",https://youtu.be/dYZnXmpKWEs?si=g9TQKQuc2N8dqKc_,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,17,"""तमोऽस्मिन्हि कर्मणामपारमत्वात् | मायाह प्राप्यतेऽनेन रागस्य धृतः स्यान्मुखः || 17 ||""",tad-buddhayas tad-ātmānaḥ tan-niṣhṭhās tat-parāyaṇāḥ gacchanty apunar-āvṛittim jñāna-nirdhūta-kalmaṣhāḥ,"Krishna explains that the ultimate state of perfection and realization is achieved through actions performed with discernment and wisdom, not by merely ceasing to act. The highest spiritual attainment comes from understanding and engaging in actions in a selfless and detached manner, rather than through inaction or avoidance of duties. This verse underscores the importance of performing one's duties with wisdom and right understanding to achieve spiritual growth and fulfillment.",https://youtu.be/ycni-tpzIpg?si=-KmFzun2-mFO2Xbv,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,18,"""विद्याविनयसंयुक्ता ब्राह्मणाः क्षत्रियस्तथा | वैश्यस्तथा शूद्रस्तथा नान्येव यथाविधि || 18 ||""",vidyā-vinaya-sampanne brāhmaṇe gavi hastini śhuni chaiva śhva-pāke cha paṇḍitāḥ sama-darśhinaḥ,"Krishna explains that a truly wise person, who has attained true knowledge and insight, sees everyone and everything with equal respect and compassion. This equality of vision transcends social, economic, and physical differences. The verse emphasizes that spiritual wisdom involves recognizing the inherent unity and divinity in all beings, regardless of their external conditions.",https://youtu.be/knDD__jPC14?si=QVrN7aTwuSnkzyo4,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,19,"""यस्तु सर्वाणि कर्माणि निःस्प्रग्गाणि सन्दधाति | न चेदं वेधि वेदश्च न शास्त्रसिद्धयोऽपि || 19 ||""",ihaiva tair jitaḥ sargaḥ yeṣhāṁ sāmye sthitaṁ manaḥ nirdoṣhaṁ hi samaṁ brahma tasmād brahmaṇi te sthitāḥ,"Krishna explains that a truly wise person, who has attained true knowledge and insight, sees everyone and everything with equal respect and compassion. This equality of vision transcends social, economic, and physical differences. The verse emphasizes that spiritual wisdom involves recognizing the inherent unity and divinity in all beings, regardless of their external conditions.",https://youtu.be/cwIufEuQ3go?si=bGT7Q5Ta-JH0hpKZ,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,20,"""न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः | यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते || 20 ||""",na prahṛṣyet priyaṁ prāpya nodvijet prāpya chāpriyam sthira-buddhir asammūḍho brahma-vid brahmaṇi sthitaḥ,"Krishna teaches that a person who remains unaffected by the fluctuations of pleasure and pain, and who does not get disturbed by happiness or sorrow, is truly peaceful and wise. This equanimity is a sign of a sage who has transcended the impacts of material experiences. The verse underscores the importance of maintaining inner peace and stability amidst the dualities of life.",https://youtu.be/Yfp3ae1EWQs?si=ui03jbP9eBBBJSaF,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,21,"""नासत्वाश्च निश्चलः स्वधर्मात् साक्षात् परं परमः | नं लिङ्गं लिङ्गरूपं च न वस्त्रं वस्त्रमौप्यः || 21 ||""",naiva kiñcit karenārho vigata-saṅgaḥ susantuṣaḥ antaḥ-pramāṇaṁ yastu brahma-bhūtaḥ sanātanaṁ,"Krishna explains that the true Self (Atman) is eternal and unchanging, unaffected by birth or death. A wise person understands this and is devoted to their own duty and spiritual practice. Such an individual, who relies on the eternal Self and is dedicated to their own path, is regarded as virtuous. The verse emphasizes the eternal nature of the Self and the importance of adhering to one's duty while remaining grounded in spiritual truth.",https://youtu.be/M777BDEc0rY?si=pDiubxNgDoFwkelq,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,22,"""यस्त्वात्मरतिरेव स्यादात्मतृप्तश्च मानवः | आत्मन्येवात्मानं यस्तु तस्यात्याचारता पुनः || 22 ||""",yad rājyaṁ prāpya śānto nānṛṇaṁ nāpi bhūtim brahma-sūryam anugacchati saḥ pāṇiḥ pāṇiḥ sanātanaḥ,"Krishna emphasizes that true contentment and satisfaction come from mastering the senses and the mind. A person who has successfully subdued their desires and who is focused on the Self finds inner peace and fulfillment, independent of external conditions. This verse highlights the significance of self-control and inner mastery in achieving a state of true satisfaction and tranquility.",https://youtu.be/iBUZZkgfhBM?si=m0wiSMyMWQeHIA5n,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,23,"""न सुखं न दुःखं च न शोकः सुखस्य परं यतः | स्वधर्मे च समाहितः सतोऽप्यात्मन्यवस्थितः || 23 ||""",yo na hṛṣhyati na dveṣhṭi na śhochati na kāṅkṣhati śubha-śubha-parityāgī gacchanti brahma-saṁsthitāḥ,"Krishna explains that a person who has attained spiritual realization and is grounded in divine wisdom finds true happiness and contentment within themselves. They are not dependent on external actions or outcomes for their sense of fulfillment. This inner peace and joy are derived from their understanding and connection with the divine, rather than from the external world",https://youtu.be/iBUZZkgfhBM?si=nKSnzBzectIl34Vg,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,24,"""ब्रह्मणि आदाय भूदानं संन्यासं न्यस्य नः शुभम् | तदात्मानं प्राप्य तमसा या तृप्तः सदा मुक्ति || 24 ||""",brahmaṇy ādhāya karmāṇi sāmya-prāptaḥ samaḥ priyaḥ santuṣhṭaḥ sattva-vatīṁ na tv ācāryuḥ sadā sukhī,Krishna emphasizes that spiritual fulfillment is not contingent upon worldly success or material possessions. True realization and ultimate satisfaction come from understanding and connecting with the divine within oneself. This verse highlights that achieving the highest state of spiritual attainment is independent of external factors and is rooted in inner spiritual wisdom.,https://youtu.be/VNaTRs4-j70?si=DMtO-hrXkHlK4-FG,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,25,"""ब्रह्मैव वह्नोश्च युक्ता योगिनो ज्ञानयोगिनः | अहिंसा तव तावार्यमुक्ति सत्यविहीने || 25 ||""",brahmārpaṇaṁ brahma haviḥ brahmāgnau brahmaṇā hutam brahmaiva tena gantavyaṁ brahma-karma samādhinā,"Krishna describes that a true yogi, who has reached a state of inner satisfaction and peace, perceives the Self in all creatures and aspects of life. This universal vision and understanding signify the culmination of spiritual practice. The verse emphasizes that spiritual success involves seeing and",https://youtu.be/QsW9I2GpxN4?si=62_eidU_ZzeD_L34,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,26,"""ब्रह्मार्पणं ब्रह्म हविः ब्रह्माग्नौ ब्रह्मणा यतः | ब्रह्मैव ब्रह्मणोऽन्तःस्मिन्ग्रह्ममध्यात्म तत्त्वतः || 26 ||""",brahmāṇam brahma-saṁjñam bhavaty apashyati sadā brahma-saṁjñāṁ vi vichchhāntaṁ sadā brahma-sādhakaḥ,Krishna explains that a person who perceives the divine essence within all beings and sees all beings as part of the Self has achieved true self-realization. Such a person understands the fundamental unity of existence and experiences the ultimate truth of interconnectedness. This realization reflects a deep spiritual insight where the individual recognizes the divine presence in all aspects of life and existence.,https://youtu.be/4BT5_97TiuE?si=N_gTETvS5NipHWdh,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,27,"""सर्वधर्मान्परित्यज्य मामेकं सरणं व्रज | अहं त्वां सर्वपापेभ्यो मोक्षयिष्यामि मा sucah || 27 ||""",śarīra-vāṅ-manobhir yat karmāṁ prārabhate naraḥ nyāyyam vā viparyayam na khalv ātra niṣhṛitam,"Krishna emphasizes that merely performing physical actions for the sake of bodily needs, without recognizing their deeper spiritual purpose, does not reflect true wisdom. A true sage understands and acts with awareness of the spiritual significance behind actions. This verse underscores the importance of performing one's duties with an understanding of their higher purpose, rather than focusing solely on material or physical outcomes.",https://youtu.be/mnWWuyd151Y?si=0XIRppSGjc87cRfJ,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,28,"""ब्रह्मयोग्यः साक्षात्कृत्यात्मानं च भुज्यते | अप्राणप्राणदायासं यस्तु सूक्ष्मायामेकः || 28 ||""",sattvaṁ prekṣya karmāṇi prayatnaścha vadanti hi saṁvṛttiḥ parituṣṭasya śarīra-vāṇy asī sarvathā,Krishna teaches that attaining the Supreme is not about abandoning action but performing it with detachment and without attachment to outcomes. Those who act selflessly and remain unattached to the results find true peace and embody the highest virtues. This verse highlights the importance of approaching actions with the right attitude to achieve spiritual fulfillment and inner calm.,https://youtu.be/50UZIM-K8JA?si=txPyw832qR2txaEX,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
